S.no,Time,Ratings,Ranking
768,2022-02-15 18:33:58.390991+05:30,154,98
769,2022-02-15 19:07:30.703573+05:30,154,98
770,2022-02-15 19:39:35.172788+05:30,154,98
771,2022-02-15 20:07:28.607080+05:30,154,98
774,2022-02-16 10:03:57.842232+05:30,154,60
775,2022-02-16 10:33:57.798074+05:30,154,60
776,2022-02-16 11:04:01.150980+05:30,154,60
778,2022-02-16 12:03:57.930922+05:30,154,60
781,2022-02-16 13:33:57.606965+05:30,154,60
784,2022-02-16 16:34:00.849008+05:30,154,67
790,2022-02-17 09:34:01.099814+05:30,154,98
794,2022-02-17 11:34:02.187168+05:30,154,99
795,2022-02-17 12:04:01.068022+05:30,154,99
796,2022-02-17 12:33:58.444705+05:30,154,99
797,2022-02-17 13:04:01.355282+05:30,154,99
799,2022-02-17 14:03:58.375033+05:30,154,99
800,2022-02-17 14:34:04.783742+05:30,154,98
808,2022-02-17 19:01:52.530043+05:30,154,107
809,2022-02-17 19:31:52.332879+05:30,154,107
810,2022-02-17 20:01:52.196240+05:30,154,107
811,2022-02-17 20:31:55.314360+05:30,154,107
813,2022-02-17 21:28:25.937056+05:30,154,107
814,2022-02-17 21:58:22.016740+05:30,154,113
815,2022-02-17 22:28:21.787882+05:30,154,113
817,2022-02-18 09:58:21.817705+05:30,154,119
818,2022-02-18 10:28:25.895662+05:30,154,119
819,2022-02-18 10:58:21.627426+05:30,154,119
820,2022-02-18 11:28:21.969254+05:30,154,119
821,2022-02-18 11:58:21.937201+05:30,154,119
823,2022-02-18 12:58:21.710791+05:30,154,119
824,2022-02-18 13:28:21.515581+05:30,154,119
826,2022-02-18 16:28:22.085125+05:30,154,119
827,2022-02-18 16:58:21.875538+05:30,154,119
831,2022-02-18 19:58:26.737257+05:30,154,127
832,2022-02-18 20:28:25.832717+05:30,154,127
835,2022-02-18 23:03:00.475612+05:30,154,130
836,2022-02-18 23:31:15.390864+05:30,154,130
837,2022-02-19 00:04:01.178661+05:30,154,130
